id,book_url,review_url,title,content,rating,useful_count,useless_count,useful_ratio,replies_count,reviewer_name,reviewer_url,published_at,crawled_at
34,https://book.douban.com/subject/1002299/,https://book.douban.com/review/1586129/,我做个弹弓，打你们家玻璃。,"我做个弹弓，打你们家玻璃。  却说痴心男令狐冲在华山绝顶面壁，初恋女友岳灵珊却和福建土人林平之打得火热。当时他们的距离只有一个山头，在一年之内却劳燕分飞，这个故事生动形象的告诉我们异地恋的不靠谱之处。令狐冲下山败退嵩山派一干高手后，内心酸楚俨然一位刚失恋的纯...

                         (展开)",4.0,111,36,0.7551,0,Minjie,https://www.douban.com/people/QianMinjie/,2008-12-16 00:45:18,
21,https://book.douban.com/subject/1002299/,https://book.douban.com/review/1356078/,金庸全作中最不开心却最潇洒的男主角,"很多男的说到自己.想找个金庸的人代入.多半会选韦小宝,,哦,,这种人是色狼..要不乔峰,恩,,这种人爱幻想...然后张无忌总是让人爱不起来,其他几个男主角,杨过太飘渺,郭靖智力一直被人批判..选来选去. 还是看到了金庸全作中最潇洒的一书,<笑傲江湖> 男主角的潇洒和其他几个主角简直...

                         (展开)",5.0,1428,107,0.9303,0,郁程,https://www.douban.com/people/jayeee000/,2008-04-18 14:22:40,
22,https://book.douban.com/subject/1002299/,https://book.douban.com/review/1469442/,一别华峰何所望，半曲茶歌月夜魂：金庸小说中的生离死别,"这篇书评可能有关键情节透露

                        金庸小说中的生离死别(五) 《笑傲江湖》 一别华峰何所望，半曲茶歌月夜魂 《笑傲江湖》的读者大多都把一颗心搁在令狐冲身上，令狐冲苦恋小师妹，小师妹却毫不领情，令他伤心气苦，自暴自弃，于是读者诸君对岳灵珊大大不忿。其实，没有谁非要爱谁不可的道理，爱本来就不讲道理。...

                         (展开)",5.0,1121,35,0.9697,0,张天翼,https://www.douban.com/people/wisely1229/,2008-08-13 17:45:36,
35,https://book.douban.com/subject/1002299/,https://book.douban.com/review/5181885/,岳灵珊是回忆，任盈盈是未来,"“令狐冲一生但求逍遥自在，笑傲江湖，自与盈盈结缡，虽偿了平生之愿，乐喜无已，但不免受到娇妻温柔的管束，真要逍遥自在，无所拘束，却做不到了。突然之间，心中响起了《笑傲江湖之曲》的曲调，忽想：“我奏这曲子，要高变高，要低便低，只要自己一个人奏琴，才可自由自在...

                         (展开)",5.0,71,4,0.9467,0,Augentropfen,https://www.douban.com/people/mayday_anne/,2011-11-22 20:56:42,
36,https://book.douban.com/subject/1002299/,https://book.douban.com/review/5871923/,有妻如此 令狐冲复有何求,"看完了《笑傲江湖》有一个人让我最难以忘怀 不是潇洒不羁的令狐冲 而是聪明大方的任盈盈。 洛阳时期是令狐冲人生最灰暗的日子 小师妹与林平之正处热恋 加上阴差阳错内力全失 又以为自己失手杀死了的师弟陆猴儿 师父怀疑自己盗了《紫霞秘籍》和私藏林家的《辟邪剑法》 此时的令...

                         (展开)",5.0,65,1,0.9848,0,Tsing river,https://www.douban.com/people/60619603/,2013-04-16 21:28:50,
37,https://book.douban.com/subject/1002299/,https://book.douban.com/review/9233328/,人生于世 夫复何恨,"聪明才智之士，勇武有力之人，极大多数是积极进取的。道德标准把他们分为两类：努力目标是为大多数人谋福利的，是好人；只着眼于自己的权力名位、物质欲望，而损害旁人的，是坏人。好人或坏人的大小，以其嘉惠或损害的人数和程度而定。政治上大多数时期是坏人当权，于是不断有...

                         (展开)",4.0,59,3,0.9516,0,东方既白,https://www.douban.com/people/142272307/,2018-03-18 17:35:18,
38,https://book.douban.com/subject/1002299/,https://book.douban.com/review/4990489/,江湖，谁能笑傲？！,"相信看过《笑傲江湖》的人都不会忘记林平之，很多人都说其阴险狡诈，扭曲变态，但是我对他却抱有同情与钦佩之情。没错，我佩服此人，由一个骄奢的富家子，到乞讨寻仇，到面对美色毫不受诱惑，到忍受屈辱，最终复仇。我更同情此人，明明是一个单纯善良，富有正义感的少年，却被...

                         (展开)",5.0,43,0,1.0,0,衣树,https://www.douban.com/people/51876379/,2011-06-15 21:47:58,
39,https://book.douban.com/subject/1002299/,https://book.douban.com/review/1912972/,给我一百个范冰冰，我还是选你,"有个浑人问我最钟情哪位金庸女一号，我很贪吃，差点选了美食天后的黄蓉，立马食欲大增解解嘴馋。。。 的确，我也差点选了有权有势的赵敏，仗着阿大阿二阿三任我到处撒野。。。 是的，我也差点选了一切可以参照范冰冰的金庸笔下尤物，兴奋得成天谷精上脑。。。 纵有这些爽死你的...

                         (展开)",5.0,46,5,0.902,0,独孤囚,https://www.douban.com/people/1709618/,2009-03-22 22:29:02,
41,https://book.douban.com/subject/1003479/,https://book.douban.com/review/8284565/,《中国历代政治得失》组织结构图,"钱穆在《中国历代政治得失》里说“我将纯从历史事实上，来比较它的好坏；根据当时人的意见，来说明它的得失。”（p5；p175）这是一种历史研究或者说历史分析的方法，不带个人情感以及私人意见。个人认为，即使去掉历史二字，这也不失为一种好的研究方法（取向）。不带时代以及...

                         (展开)",5.0,2589,1,0.9996,0,冒雨先生,https://www.douban.com/people/78197287/,2017-01-10 00:17:56,
42,https://book.douban.com/subject/1003479/,https://book.douban.com/review/1120459/,《中国历代政治得失》的评价以及钱穆与黄仁宇的对比等,"2007年，也就是10年前，作为给一个姑娘的豆油，写了下面这个书评，一晃十年。 现在看大学写的东西，就像看小时候花脸口红大檐帽的照片，不忍直视。但当时确实这么想，这么装，这么中二，这么nc，还这么不要脸的在豆瓣写了这篇乌七八糟的内容，真是不知说什么好，也没什么办法，...

                         (展开)",5.0,1027,232,0.8157,0,克克,https://www.douban.com/people/1322464/,2007-02-06 00:20:07,
43,https://book.douban.com/subject/1003479/,https://book.douban.com/review/1979509/,历史叫人不武断,"【博客原文：http://www.naowan.com/archives/2009/04/21/130】  前天读完钱穆先生的《中国历代政治得失》。书不厚，仅160多页，讲述了汉、唐、宋、明、清五个朝代的政治制度，包括政府组织、考试、经济、兵役等制度。读罢，仿佛重游了2000多年的中国历史，而且是之前很少触及...

                         (展开)",5.0,416,18,0.9585,0,侯亮,https://www.douban.com/people/dearhjl/,2009-04-21 22:41:51,
44,https://book.douban.com/subject/1003479/,https://book.douban.com/review/2062322/,这本书改变了我对传统政治的看法,"刚看了一位朋友写的比较黄仁宇与钱穆的文章，觉得不错。 黄仁宇的书我差不多读完了，钱穆的书才读了一本，所以还不能完全比较。就目前的感觉而言，两个人的书都很好读。相对而言，黄仁宇的作品因为很多是英译中，所以当代人读起来更流畅些；反倒是钱穆有传统文学基础，所以当代...

                         (展开)",5.0,421,28,0.9376,0,N,https://www.douban.com/people/NeeDream/,2009-06-07 18:10:18,
45,https://book.douban.com/subject/1003479/,https://book.douban.com/review/7723640/,汉唐宋明清之政府组织——《中国历代政治得失》笔记,"原书讲述了政治制度的四个范围，即政府组织、考试和选举、经济制度（田赋）、国防和兵役制度，此处只整理出政府组织之要点。  一 汉代  （一）皇室与政府  两大主题：1、皇室和政府的职权划分，2、中央与地方的职权划分 这两大主题是中国古代政治的一贯主题  皇权和相权 皇帝：...

                         (展开)",5.0,140,1,0.9929,0,吴寄北,https://www.douban.com/people/nangong1129/,2016-01-06 13:33:47,
46,https://book.douban.com/subject/1003479/,https://book.douban.com/review/6208734/,简评《中国历代政治得失》,"知道这本书是因为看了吴晓波的《浩荡两千年》，其重要参考书目之一就是钱穆的这本。于是找来看，果然是两个层级的东西。撇开没看完的《中国近代史》，钱穆的这本书算是我看过的为数不多的历史书中最为严谨的书籍了。虽然只是薄薄一本，两百页不到，但却可以把中国五个重要朝代...

                         (展开)",4.0,154,10,0.939,0,idushu,https://www.douban.com/people/ygwx/,2013-08-11 18:42:06,
47,https://book.douban.com/subject/1003479/,https://book.douban.com/review/5618804/,好一种温情与敬意,"上大学的时候，在学校的鸿文书局买过钱穆（字宾四）先生的《国史大纲》，是当年钱先生给清华大学学生们上课时的讲义。翻开扉页，即看见钱先生写在引言中的四句话。直至今日，这四句话也有让人有如醍醐灌“凡读本书请先具下列诸信念：一、当信任何一国之国民，尤其是自称知识...

                         (展开)",5.0,120,5,0.96,0,Carmen,https://www.douban.com/people/carmen1988/,2012-10-16 08:28:08,
48,https://book.douban.com/subject/1003479/,https://book.douban.com/review/7985038/,《中国历代政治得失》精简笔记,"一、本书结构与核心思想 本书主要以汉、唐、宋、明、清五个朝代为时间划分，以它们各自的政府职权分配、选举制度、赋税制度、国防兵制为比较，探讨中国传统政治制度的优缺得失。 作者认为，有生命力的政治制度需要与本国人事、传统相配合。其次，任何制度，都不可能有利无弊，...

                         (展开)",5.0,90,0,1.0,0,思考的李,https://www.douban.com/people/146851465/,2016-07-12 13:23:44,
49,https://book.douban.com/subject/1003479/,https://book.douban.com/review/6728676/,读《中国历代政治得失》的体悟,"这篇书评可能有关键情节透露

                        钱穆《中国历代政治得失》体会   成书的背景  钱穆先生这本书，总体说来四个字可以概括——“短小精悍”，名为分析历代政治得失，其实更是一部中国传统政治的“翻案史”。书成之时，正是中国政治面貌翻天覆地的五十年代初，从清末以来的“批判传统”的传续影响不断。这种否定传...

                         (展开)",4.0,89,0,1.0,0,赵九思,https://www.douban.com/people/78395197/,2014-07-06 14:14:35,
50,https://book.douban.com/subject/1003479/,https://book.douban.com/review/14187835/,请看,"作为《从“官吏分途”到“层级分流”：帝国逻辑下的中国官僚人事制度》的补充阅读看的， 在失眠的夜晚通宵看完了，有种相见恨晚的感觉。 一来虽然内容繁多，但是钱穆先生完美地营造了一种娓娓道来的氛围，每一个词都解释得浅显易懂，不会让人产生“东西太多记不住”的感觉（我...

                         (展开)",5.0,83,0,1.0,0,萨尔斯堡的树枝,https://www.douban.com/people/k19940428/,2022-02-03 11:01:42,
51,https://book.douban.com/subject/1003479/,https://book.douban.com/review/13012472/,由《中国历代政治得失》引发的关于古今中国政府人才选拔制度的思考,"国家的政权应当交由哪些人掌握，始终是中国制度史上一个重要的课题。获得国家政权的人们，将担负起组织政府、分配职权、修订制度、预闻政治等重要职责，每一项都和国家发展、社会稳定以至历史进步休戚相关，因此，选拔合适的人才来参加政府对历朝历代都有着举足轻重的意义。 中...

                         (展开)",5.0,64,1,0.9846,0,鸩,https://www.douban.com/people/207246014/,2020-11-27 11:45:15,
52,https://book.douban.com/subject/1003479/,https://book.douban.com/review/5177780/,有脱离现实之嫌的学人评论,"我想，这本书的主要作用在于启发读者思路，使人认识到古代中国政治制度有其复杂的一面，除此之外恐怕没有太多意义。  稍举一例，以该书对“贤人”政治的描述来说，钱穆显然具有一种中国传统士大夫式的精英意识，以及不谙政治实务的书生意气。我们这个国度的实际情况是，除了去...

                         (展开)",3.0,57,10,0.8507,0,huwd,https://www.douban.com/people/huwd/,2011-11-20 22:58:43,
53,https://book.douban.com/subject/1003479/,https://book.douban.com/review/7634183/,大师之作，获益匪浅,"本书是钱穆大师的讲稿集，言简意赅，深入浅出，短短的160多页，就中国汉、唐、宋、明、清五代的政府组织、地方与政府的关系、考试制度、经济制度、兵制等做了概况和比较，指陈利害得失，实在是好书！                  钱先生认为讨论历史制度，应该将当时的历史传统与...

                         (展开)",5.0,47,3,0.94,0,小波尔卡,https://www.douban.com/people/90543489/,2015-10-21 14:04:53,
54,https://book.douban.com/subject/1003479/,https://book.douban.com/review/6793623/,读历史书籍请抱独立思考的态度：从李敖对钱穆的评价谈起,"几天前在一本荐书的文章下面留过言，对里面推荐的钱穆某几本书里“温情”的历史观表示过“无法接受”。记得看过李敖写的《我最难忘的一位学者：为钱穆定位》里一段话：  钱穆...在“国史大纲”开宗明义，说一国之国民“对其本国已往历史略有所知者，尤必附随一种对其本国已往历...

                         (展开)",3.0,41,1,0.9762,0,brightwang,https://www.douban.com/people/brightwang/,2014-08-04 09:59:38,
55,https://book.douban.com/subject/1003479/,https://book.douban.com/review/1697107/,纸间洋溢的那股温情,"从小喜欢就读历史书，记得看的第一本小人书就是《过五关斩六将》。上了大学后读过的名家史书不少，不少都是大部头的著作，但深刻印象的书并不多。有些书确实写得很精彩，见解论述精妙，但不知为什么印象却并不怎么深刻。反而是一些薄册子，论述简约却回味无穷。钱老爷子这本...

                         (展开)",5.0,39,3,0.9286,0,南彦,https://www.douban.com/people/3649790/,2009-02-16 14:02:04,
56,https://book.douban.com/subject/1003479/,https://book.douban.com/review/5710590/,读《中国历代政治得失》有感,"这段时间有幸读了钱穆先生的《中国历代政治得失》。虽说题目是中国历代政治的得失，实际则以主要讲了汉代、唐代、宋朝、明朝和清朝五个朝代。这主要是因为钱穆先生的讲期只有五次，每次只限两个小时。所以钱穆先生就择这五个朝代，也因为这五个朝代是中国历史上最重要的五...

                         (展开)",4.0,32,1,0.9697,0,飞天小婷婷,https://www.douban.com/people/54172086/,2012-12-23 19:11:49,
57,https://book.douban.com/subject/1003479/,https://book.douban.com/review/6484017/,改变价值观,"可以放入“改变价值观”一类。  正如钱穆所说，从来都被教育过往时代的“黑暗”，却从来没有想要去了解过那些时代。课本上教的不过是一些“史实”，没有分析，没有对比，连起码的前后因果关系都没有，更不用谈横向对比。于是历史在印象中就是一片黑暗一片乱麻。读了这书才第一...

                         (展开)",5.0,33,5,0.8684,0,雨飘泥香,https://www.douban.com/people/ypnxcat/,2013-12-29 20:59:19,
58,https://book.douban.com/subject/1003479/,https://book.douban.com/review/4954646/,存其知识，摒其观点,"“制度本来是好制度，只是人事败坏……”，这是书中最常看见的逻辑了。问题是，人事为何会败坏？制度应该考虑对人事的规范，如可实施性与对人性弱点的防范，不应只于制度上的条款的罗列。  “根据制度改变现实”被称为革命，被指不妥；“根据现实改变制度”呢？书中并无一词来...

                         (展开)",3.0,29,1,0.9667,0,剪刀脚爱德华,https://www.douban.com/people/roam/,2011-05-19 14:13:40,
59,https://book.douban.com/subject/1003479/,https://book.douban.com/review/1008361/,钱老爷子的讲义,"读钱老爷子书，感觉总是听名教授上大课。案备的仔细，但也考学生的悟性：谁都听得，学得多少，不知道。在时下这样的文字/格局/语气已经绝迹了。于老教研室某未锁抽屉，取出，扑灰，有人闻到书香，有人闻到朽气，哪种味道，都是难再得了。但我个人，倒实在喜欢他那些薄薄的小册子。

                         (展开)",4.0,27,1,0.9643,0,算是读书人,https://www.douban.com/people/likereader/,2005-10-24 17:48:01,
60,https://book.douban.com/subject/1003479/,https://book.douban.com/review/8068291/,《中国历代政治得失》读书笔记——写于2013年5月,"这篇书评可能有关键情节透露

                        钱穆先生曾有句振聋发聩的名言——“不知一国之史者不配为一国之民”，作为一名自小到大偏重理科的学生，我对于历史的关注确实有限，而对于历史与文化之中最为重要的组成部分，也是被马克思称为“上层建筑”的政治，则更知之甚少。钱先生的这本《中国历代政治得失》，用他深入...

                         (展开)",5.0,23,2,0.92,0,襟裳岬的风,https://www.douban.com/people/ZJUZhangXY/,2016-09-01 10:28:34,
61,https://book.douban.com/subject/1004821/,https://book.douban.com/review/1201125/,被柏拉图虐待之后－－读《理想国》,"这篇书评可能有关键情节透露

                        被柏拉图虐待之后－－读《理想国》 痛痛帮我证实了这些文字是记载在尼罗河边的芦苇做成的昂贵的纸上的。不过，笔呢，就不知道了，只能先假设是三百年后的蒙恬发明了再穿越过来送给柏拉图。 柏拉图这家伙真是非一般的啰嗦，很简单的一个道理也要东拉西扯一大堆，再举上十几个例...

                         (展开)",5.0,1552,96,0.9417,0,无心,https://www.douban.com/people/wuxinsz/,2007-08-29 21:36:42,
62,https://book.douban.com/subject/1004821/,https://book.douban.com/review/4928451/,《理想国》读书笔记,"这篇书评可能有关键情节透露

                        《理想国》读书笔记      这本书在大学的时候读过，读完之后这么久，能够记得的无非就是各司其职和哲人王这些东西了，不过据说这本书当中有许多微言大义，所以想来，还是翻出来好好精读一下，开个帖子，记录一下读书过程中的所思所想吧。    这本书还是大学的时候买的，1986年...

                         (展开)",5.0,1142,18,0.9845,0,zjmr,https://www.douban.com/people/zjmr/,2011-04-30 15:43:08,
63,https://book.douban.com/subject/1004821/,https://book.douban.com/review/10115192/,对《理想国》及其当代探讨的一种导读,"这篇导读写给大学本科生、对《理想国》好奇的普通读者。参考了吴增定老师《 我怎么教学生读〈理想国〉 》。我的视野有限，没能覆盖《理想国》涉及的所有问题。欢迎有经验的读者提出建议。 2025年注：读《理想国》同时推荐读这本书：Plato and the Tyrant: The Fall of Greece's...

                         (展开)",5.0,346,1,0.9971,0,张宇涵🔒,https://www.douban.com/people/Zhang_Yuhan/,2019-04-15 14:30:59,
64,https://book.douban.com/subject/1004821/,https://book.douban.com/review/5745743/,重回《理想国》：逾越政治（Republic revisited: Transcending Politics）,"【按语：本文在《中国社会科学报》2013年1月18日刊出。感谢曹帅先生约请笔者撰写这篇小文。    不同于波普尔对《理想国》的极权主义指控以及施特劳斯学派较现代的解读，本文认为：柏拉图《理想国》中的“哲人王”观念的本意是让权力听命于于智慧和理性。这与其说是一种笨拙的政...

                         (展开)",5.0,194,10,0.951,0,江绪林,https://www.douban.com/people/jiangxulin/,2013-01-18 15:12:06,
65,https://book.douban.com/subject/1004821/,https://book.douban.com/review/1273531/,自由主义的德性之维——重读《理想国》,"这篇书评可能有关键情节透露

                        《理想国》在很多人眼中被视为与主流自由主义学说相对立的“反动学术典型”而加以批判。这些批判者站在各自的时代背景与价值立场的互应场域中，自然有着可圈可点的正当性。然而作为西方政治思想传统的最具代表性的作品，《理想国》确实需要我们认真品读，从中可以提炼出很多现...

                         (展开)",5.0,130,6,0.9559,0,雷子,https://www.douban.com/people/zhlei841120/,2008-01-03 23:29:58,
66,https://book.douban.com/subject/1004821/,https://book.douban.com/review/5550402/,Plato《理想国（Politeia）》摘要,"【按语：思想的深刻恢宏之外，《理想国》作为戏剧的优美瑰丽是摘要难以呈现的，这篇对话录如思想之舞蹈，与《法律篇》的沉滞凝重迥然有别，后者更胜在对现实的洞察力。个人深为认同A. E. Taylor的解读，“《理想国》的真正主题不是相互竞争的政治和经济制度的优劣，而是‘正直...

                         (展开)",5.0,114,1,0.9913,0,江绪林,https://www.douban.com/people/jiangxulin/,2012-08-17 15:56:20,
67,https://book.douban.com/subject/1004821/,https://book.douban.com/review/2041202/,被政治奴役的哲学,"一、简析“洞穴比喻”的含义 	如果说《理想国》是一部关于哲学的戏剧，那么以“洞穴比喻”为核心的三大比喻可谓是这部戏剧的高潮和精华所在。 	洞穴比喻主要描述了这样一个故事：有一个洞穴式的地下室，它通过一条长而斜的通道与外界相连，有一些人从小就住在这里，他们头颈和...

                         (展开)",5.0,100,3,0.9709,0,hollowheart,https://www.douban.com/people/hollowheart/,2009-05-27 08:08:24,
68,https://book.douban.com/subject/1004821/,https://book.douban.com/review/1792819/,第一卷,"这篇书评可能有关键情节透露

                        第一卷： 1.第一卷中提到了几种正义观  传统的的正义观：西蒙尼得，克法洛斯，玻勒马霍斯 传统的正义观认为，正义就是拿了别人的东西照样归还，欠别人债务要还债。朋友之间的正义就是要与人为善，而不是与人为恶。帮助朋友是正义的，伤害朋友也是正义的。正义总结起来就是给每...

                         (展开)",3.0,104,8,0.9286,0,曼谷の小菠萝头,https://www.douban.com/people/xmuAaron/,2009-03-04 22:31:39,
69,https://book.douban.com/subject/1004821/,https://book.douban.com/review/4574105/,大二读书笔记,"《理想国》是古希腊伟大的哲学家柏拉图的代表作，在这本流传千古的名著中，柏拉图通过自己严密的逻辑思考和精彩的论证为我们呈现了一个“或许在天上建有它的原型”的理想城邦的全貌。书中涉及政治、教育、哲学、道德等多方面的内容，在西方哲学史上占有极其崇高和重要的地位。...

                         (展开)",4.0,92,6,0.9388,0,波鲁克吉娜,https://www.douban.com/people/shuangzifei8905/,2011-01-11 09:45:34,
70,https://book.douban.com/subject/1004821/,https://book.douban.com/review/13313372/,《理想国》全部逻辑整理,"这篇书评可能有关键情节透露

                        我终于啃完这本书啦！！ 看的时候因为苏格拉底的思维太跳跃了，可能在探讨一个问题的时候他要通过好几个理论和举例去验证，就很容易看乱掉。 我找了好多资料想引导我去看，却都没有直截了当，清晰明了的，所以干脆自己做了一个！方便想看这本书的人去更好地理解书中的意思。 我...

                         (展开)",,73,1,0.9865,0,文德,https://www.douban.com/people/202441244/,2021-03-12 02:12:37,
71,https://book.douban.com/subject/1004821/,https://book.douban.com/review/8396621/,理想国第一卷解读,"对话的缘起  这一天，苏格拉底来到了一个港口城市，注意，这里并不是雅典，而是雅典“下面”的一个城市，叫比雷埃夫思港。也就是说，苏格拉底不在他的主场作战。为什么他去哪里？因为那里在过一个节日，并且是当地人第一次过这个节日，于是苏格拉底就去看热闹。他带了一个人，...

                         (展开)",5.0,48,0,1.0,0,Xela,https://www.douban.com/people/61534500/,2017-03-04 17:01:49,
72,https://book.douban.com/subject/1004821/,https://book.douban.com/review/1618727/,从死亡的角度度量生命——理想国中的政制堕落问题探析,"一、为什么论及政体？ 布鲁姆认为，整部理想国皆在提出并回答这样一个问题：作为诸种“德性”中的一种，“正义”（Justice）的价值在于其自身，还是在于其辅助性的功益。 在这一问题的基础上，书中又进一步涉及到了正义者与不正义者的生活哪一个更幸福的问题。这些可以看做是理...

                         (展开)",5.0,44,1,0.9778,0,短章,https://www.douban.com/people/smallwinnie/,2009-01-13 23:34:45,
73,https://book.douban.com/subject/1004821/,https://book.douban.com/review/2040365/,论文存档——《理想国》中政体败坏的过程及原因,"【前言】  《理想国》中，苏格拉底在对理想的政体进行分析和描述后，也清楚地意识到，一个政治性的规划，最难的部分就是如何将它付诸实施。所以在第八和第九章中，他详细叙述了一个理想政体在实施中会遇到何种困难，而逐步堕落成为最糟糕政体的过程。此外，由于他认为人类内心...

                         (展开)",5.0,34,2,0.9444,0,moon.f,https://www.douban.com/people/moon.f/,2009-05-26 17:19:44,
74,https://book.douban.com/subject/1004821/,https://book.douban.com/review/14992014/,理性之门至此才对我徐徐打开一条缝,"我常常和人说，是柏拉图的《理想国》让我开窍的。 在小时候，我认知世界的方式是经验的、直观的。具体来说，我的学习过程是很重的，要经过大量的经验输入，比如反复背诵公式+练习，直到某一刻会突然涌现出一种感受：就是对规律的把握。 这种把握不是理性的，而是直观的。类似于...

                         (展开)",5.0,30,0,1.0,0,德川咪咪,https://www.douban.com/people/zhangxy1326/,2023-02-17 22:39:59,
